#	sentenceHe	sentenceRu	fileName	voice
45	הַתַּלְמִיד שׁוֹאֵל אֶת הַמּוֹרֶה.	Ученик спрашивает учителя.	s_24ca1b3ac0df.mp3	female
46	שָׁאַלְתִּי שְׁאֵלָה פְּשׁוּטָה.	Я задал простой вопрос.	s_8092b96adebc.mp3	male
47	הַמּוֹרֶה עוֹנֶה לַתַּלְמִיד.	Учитель отвечает ученику.	s_b280408ead77.mp3	female
48	עָנִיתִי עַל הַשְּׁאֵלָה.	Я ответил на вопрос.	s_cfa2533ab7ff.mp3	male
49	הוּא אוֹמֵר שָׁלוֹם וְתוֹדָה.	Он говорит привет и спасибо.	s_b33becaa17e0.mp3	male
50	אָמַרְתִּי לוֹ תּוֹדָה רַבָּה.	Я сказал ему большое спасибо.	s_4ec9d05a86f8.mp3	male
51	דָּוִד נוֹסֵעַ בָּאוֹטוֹבּוּס לָעֲבוֹדָה.	Давид едет на автобусе на работу.	s_ecd5d3ffc2ed.mp3	male
52	אֶתְמוֹל נָסַעְתִּי בָּרַכֶּבֶת לְחֵיפָה.	Вчера я ехал на поезде в Хайфу.	s_54819a52eb53.mp3	male
53	אֲנִי חוֹזֵר הַבַּיְתָה בָּעֶרֶב.	Я возвращаюсь домой вечером.	s_c323e00f17a7.mp3	male
54	הוּא חָזַר מֵהָעֲבוֹדָה עָיֵף.	Он вернулся с работы уставшим.	s_e6e61210a8a3.mp3	male
55	דָּנִי רָץ בַּפַּארְק בַּבֹּקֶר.	Дани бегает в парке утром.	s_0f2500234382.mp3	male
56	אֶתְמוֹל רַצְתִּי חֲמִשָּׁה קִילוֹמֶטְרִים.	Вчера я пробежал пять километров.	s_6884f7fbb6eb.mp3	male
57	אֲנִי עוֹזֵר לַחֲבֵר בָּאוּלְפָּן.	Я помогаю другу в ульпане.	s_273f59d95e65.mp3	male
58	שָׂרָה עָזְרָה לְאִמָּא בַּבַּיִת.	Сара помогла маме по дому.	s_6954734e25cc.mp3	female
59	אֲנִי זוֹכֵר אֶת כָּל הַמִּלִּים.	Я помню все слова.	s_6a9612aca3ca.mp3	male
60	זָכַרְתִּי אֶת מִסְפַּר הַטֶּלֶפוֹן.	Я вспомнил номер телефона.	s_436805cb9962.mp3	female
61	הוּא שׁוֹכֵחַ אֶת הַמַּפְתֵּחוֹת שׁוּב.	Он снова забывает ключи.	s_08a1a62770e2.mp3	female
62	שָׁכַחְתִּי אֶת הַתִּיק בַּבַּיִת.	Я забыл сумку дома.	s_6aa104fba7cc.mp3	female
63	אֲנִי חוֹשֵׁב עַל הָעֲבוֹדָה.	Я думаю о работе.	s_f2f74bfb6248.mp3	male
64	אֶתְמוֹל חָשַׁבְתִּי עַל הָרַעְיוֹן.	Вчера я думал об этой идее.	s_e93ce1703afb.mp3	male
65	דָּוִד מוֹצֵא אֶת הָרְחוֹב בְּקַלּוּת.	Давид легко находит улицу.	s_b0d5f69360ac.mp3	female
66	מָצָאתִי עֲבוֹדָה טוֹבָה בָּעִיר.	Я нашёл хорошую работу в городе.	s_53db33b7beda.mp3	male
67	אֲנִי אוֹהֵב קָפֶה חָזָק בַּבֹּקֶר.	Я люблю крепкий кофе утром.	s_52b13987ebf3.mp3	male
68	אָהַבְתִּי אֶת הַסֶּפֶר הַזֶּה מְאֹד.	Мне очень понравилась эта книга.	s_e12155f574e3.mp3	female
69	הוּא שָׂם סוּכָּר בַּתֵּה שֶׁלּוֹ.	Он кладёт сахар в свой чай.	s_bcb263cc8c69.mp3	male
70	שַׂמְתִּי אֶת הַכֶּסֶף בַּתִּיק.	Я положил деньги в сумку.	s_369b6ff9c1d5.mp3	female
71	אֲנִי קָם מוּקְדָּם בַּבֹּקֶר תָּמִיד.	Я всегда встаю рано утром.	s_00aadc6c77fe.mp3	male
72	הַיּוֹם קַמְתִּי בְּשָׁעָה שֶׁבַע.	Сегодня я встал в семь часов.	s_f0e41d86766c.mp3	male
73	הַיֶּלֶד יָשֵׁן עַכְשָׁיו בַּחֶדֶר.	Ребёнок сейчас спит в комнате.	s_50772a2c3586.mp3	male
74	אֶתְמוֹל יָשַׁנְתִּי שְׁמוֹנֶה שָׁעוֹת טוֹבוֹת.	Вчера я спал восемь хороших часов.	s_78ea95389cf3.mp3	male
75	שַׂבָּא נָח בַּבַּיִת בַּצָּהֳרַיִם.	Дедушка отдыхает дома днём.	s_33f5fe747e25.mp3	male
76	בַּשַּׁבָּת נַחְנוּ כָּל הַיּוֹם.	В субботу мы отдыхали весь день.	s_670ec3a14b58.mp3	male
77	אֲנַחְנוּ טָסִים מָחָר לְאֵילַת.	Завтра мы летим в Эйлат.	s_54c6cdd34633.mp3	male
78	בַּשָּׁנָה שֶׁעָבְרָה טַסְתִּי לְפָרִיז.	В прошлом году я летал в Париж.	s_da99020d6517.mp3	male
79	הַסּוֹחֵר מוֹכֵר פֵּרוֹת בַּשּׁוּק.	Торговец продаёт фрукты на рынке.	s_671d85b2c927.mp3	male
80	דָּוִד מָכַר אֶת הַמְּכוֹנִית שֶׁלּוֹ.	Давид продал свою машину.	s_6f2df88b1c74.mp3	female
81	אֲנִי בּוֹחֵר יְרָקוֹת טְרִיִּים בַּחֲנוּת.	Я выбираю свежие овощи в магазине.	s_7c50bda65931.mp3	male
82	בָּחַרְתִּי מָנָה טְעִימָה בַּמִּסְעָדָה.	Я выбрал вкусное блюдо в ресторане.	s_4d38866ab8c7.mp3	male
83	הָרוֹפֵא בּוֹדֵק אֶת הַחוֹלֶה הַיּוֹם.	Врач осматривает больного сегодня.	s_677cb82bf6db.mp3	female
84	בָּדַקְתִּי אֶת הַחֶשְׁבּוֹן בַּקְּפֵדָה.	Я тщательно проверил счёт.	s_65e42516107a.mp3	female
85	הוּא שׁוֹמֵר עַל הַכֶּסֶף בַּבַּנְק.	Он хранит деньги в банке.	s_8fcca8a73bb1.mp3	male
86	שָׁמַרְתִּי לְךָ מָקוֹם טוֹב.	Я занял для тебя хорошее место.	s_41e2a883a070.mp3	male
87	דָּוִד עוֹבֵר לְדִירָה חֲדָשָׁה הַחֹדֶשׁ.	Давид переезжает в новую квартиру в этом месяце.	s_5899dcabc40d.mp3	male
88	אֶתְמוֹל עָבַרְנוּ אֶת הַמִּבְחָן בְּהַצְלָחָה.	Вчера мы успешно сдали экзамен.	s_a739589dbb62.mp3	female
89	הָאוֹטוֹבּוּס עוֹצֵר בַּתַּחֲנָה הַקְּרוֹבָה.	Автобус останавливается на ближайшей остановке.	s_c9a16f2df578.mp3	male
90	הַנַּהָג עָצַר בָּאוֹר הָאָדֹם.	Водитель остановился на красный свет.	s_d5bea267778d.mp3	male
91	אֲנִי מְדַבֵּר עִם הַמּוֹרֶה עִבְרִית.	Я говорю с учителем на иврите.	s_2da887c47d58.mp3	male
92	אֶתְמוֹל דִּבַּרְתִּי עִם דָּוִד בַּטֶּלֶפוֹן.	Вчера я говорил с Давидом по телефону.	s_d0b96a868f44.mp3	male
93	הוּא מְבַקֵּשׁ עֶזְרָה מֵהַחֲבֵר.	Он просит помощи у друга.	s_e9339fab4124.mp3	male
94	בִּקַּשְׁתִּי חֶשְׁבּוֹן בַּמִּסְעָדָה בְּנִימוּס.	Я вежливо попросил счёт в ресторане.	s_0e62d863c7c3.mp3	male
95	אֲנִי מְשַׁלֵּם בְּכַרְטִיס אַשְׁרַאי עַכְשָׁיו.	Я сейчас плачу кредитной картой.	s_5d3ab4add6ab.mp3	male
96	שִׁילַּמְתִּי עַל הַקָּפֶה בַּבֹּקֶר.	Утром я заплатил за кофе.	s_32717f4452f3.mp3	male
97	סַבָּא מְסַפֵּר סִפּוּר יָפֶה לַיְּלָדִים.	Дедушка рассказывает красивую историю детям.	s_4f480b57f7be.mp3	male
98	סִפַּרְתִּי לַחֲבֵר עַל הַטִּיּוּל.	Я рассказал другу о поездке.	s_06ee99ea16e5.mp3	male
99	אֲנַחְנוּ מְטַיְּלִים בִּירוּשָׁלַיִם הַיּוֹם בְּיַחַד.	Мы гуляем в Иерусалиме сегодня вместе.	s_f5c246ef1425.mp3	male
100	בַּשַּׁבָּת טִיַּלְנוּ בַּפַּארְק הַלְּאוּמִּי.	В субботу мы гуляли в национальном парке.	s_8be15628f05d.mp3	male
101	אֲנִי מְחַפֵּשׂ דִּירָה בְּתֵל-אָבִיב.	Я ищу квартиру в Тель-Авиве.	s_f9b9e926f51a.mp3	male
102	חִפַּשְׂתִּי אֶת הַמַּפְתֵּחוֹת שָׁעָה שְׁלֵמָה.	Я искал ключи целый час.	s_2e275a0c452e.mp3	female
103	הִיא מְסַדֶּרֶת אֶת הַחֶדֶר יָפֶה.	Она красиво наводит порядок в комнате.	s_82445e8bbc97.mp3	female
104	אֶתְמוֹל סִדַּרְתִּי אֶת הָאֲרוֹן בַּבַּיִת.	Вчера я прибрал шкаф дома.	s_91f52600436d.mp3	female
105	אֲנִי מְקַבֵּל חֲבִילָה מֵהַדֹּאַר הַיּוֹם.	Я получаю посылку с почты сегодня.	s_a90f21bf6404.mp3	male
106	קִבַּלְתִּי הוֹדָעָה חֲשׁוּבָה מֵהַבַּנְק.	Я получил важное сообщение из банка.	s_4fc26b8327ce.mp3	male
107	הַמּוֹרֶה מְלַמֵּד עִבְרִית בָּאוּלְפָּן.	Учитель преподаёт иврит в ульпане.	s_f80ab423e8c9.mp3	female
108	שָׁנָה שְׁלֵמָה לִמַּדְתִּי בְּבֵית-סֵפֶר.	Целый год я преподавал в школе.	s_05d09414affe.mp3	male
109	הַיְּלָדִים מְשַׂחֲקִים בַּכַּדּוּר בַּחֲצַר.	Дети играют в мяч во дворе.	s_6d2cdc7bf6e0.mp3	male
110	אֶתְמוֹל שִׂחַקְנוּ שַׁחְמָט בַּבַּיִת.	Вчера мы играли в шахматы дома.	s_3a66420fdc59.mp3	male
111	אֲנִי מְבַשֵּׁל מָרָק טָעִים בַּמִּטְבָּח.	Я готовлю вкусный суп на кухне.	s_30c3fd844b22.mp3	male
112	אִמָּא בִּשְּׁלָה אֲרוּחַת עֶרֶב נִפְלָאָה.	Мама приготовила чудесный ужин.	s_a2597ad18a03.mp3	female
113	דָּוִד מְנַקֶּה אֶת הַשּׁוּלְחָן בַּסָּלוֹן.	Давид вытирает стол в гостиной.	s_f3b5825f7cbd.mp3	female
114	אֶתְמוֹל נִקִּיתִי אֶת כָּל הַדִּירָה.	Вчера я убрал всю квартиру.	s_d35f0b1f6e87.mp3	female
115	הַיַּלְדָּה מְצַיֶּרֶת פְּרָחִים בְּצִבְעוֹנִיּוּת.	Девочка красочно рисует цветы.	s_d969ad1dca28.mp3	female
116	צִיַּרְתִּי תְּמוּנָה יָפָה עַל נְיָר.	Я нарисовал красивую картину на бумаге.	s_459ba73cca56.mp3	male
117	אֲנִי מְצַלֵּם אֶת הַנּוֹף הַיָּפֶה.	Я фотографирую красивый вид.	s_0f662b1090cc.mp3	male
118	אֶתְמוֹל צִלַּמְתִּי הַרְבֵּה תְּמוּנוֹת בַּיָּם.	Вчера я сделал много фотографий на море.	s_5bce89fe4cbf.mp3	male
119	אֲנַחְנוּ מְבַקְּרִים אֵצֶל סַבָּא בָּעֶרֶב.	Мы навещаем дедушку вечером.	s_1c02136c8b55.mp3	male
120	בַּשַּׁבָּת בִּקַּרְתִּי בַּמּוּזֵאוֹן בִּירוּשָׁלַיִם.	В субботу я посетил музей в Иерусалиме.	s_df64471f6c32.mp3	male
121	אָסוּר לְעַשֵּׁן בַּמָּקוֹם הַצִּבּוּרִי הַזֶּה.	Запрещено курить в этом общественном месте.	s_160366f4363c.mp3	male
122	בֶּעָבָר הוּא עִשֵּׁן סִיגַרְיוֹת הַרְבֵּה.	В прошлом он курил много сигарет.	s_9303873956db.mp3	male
123	הַטֶּכְנַאי מְתַקֵּן אֶת הַמַּחְשֵׁב הַיּוֹם.	Техник чинит компьютер сегодня.	s_2fa362f76149.mp3	female
124	תִּקַּנְתִּי אֶת הַטָּעוּת בַּמִּכְתָּב.	Я исправил ошибку в письме.	s_459cea7c4b87.mp3	female
125	אַבָּא מְבָרֵךְ עַל הַיַּיִן בְּשַׁבָּת.	Папа благословляет вино в субботу.	s_4470e4b2bf5a.mp3	male
126	בֵּרַכְתִּי אֶת הֶחָבֵר לְיוֹם-הוּלֶּדֶת.	Я поздравил друга с днём рождения.	s_1a9c6f4063bc.mp3	female
127	אֲנִי מְחַכֶּה לָאוֹטוֹבּוּס בַּתַּחֲנָה הַמֶּרְכָּזִית.	Я жду автобус на центральной станции.	s_cdae8f0dd8e0.mp3	male
128	חִכִּיתִי לְךָ עֶשְׂרִים דַּקּוֹת שְׁלֵמוֹת.	Я ждал тебя целых двадцать минут.	s_fa92d087f3ef.mp3	male
129	אֲנִי מְקַוֶּוה לְטוֹב תָּמִיד בַּחַיִּים.	Я всегда надеюсь на лучшее в жизни.	s_9f8356494e8f.mp3	male
130	קִוִּיתִי לִפְגּוֹשׁ אוֹתְךָ הַיּוֹם כָּאן.	Я надеялся встретить тебя сегодня здесь.	s_3aeb3a6c5c0d.mp3	male
131	הוּא מְשַׁנֶּה אֶת הַתּוֹכְנִית שֶׁלּוֹ.	Он меняет свой план.	s_9a74f19b9395.mp3	female
132	שִׁנִּיתִי אֶת הַסִּסְמָה שֶׁלִּי בַּמַּחְשֵׁב.	Я сменил свой пароль на компьютере.	s_e3f2906b0aa2.mp3	female
133	אֲנִי מְנַסֶּה לְדַבֵּר עִבְרִית.	Я стараюсь говорить на иврите каждый день.	s_6519d6e7a4d4.mp3	male
134	אֶתְמוֹל נִסִּיתִי מָנָה חֲדָשָׁה בַּמִּסְעָדָה.	Вчера я попробовал новое блюдо в ресторане.	s_be0d4a72c26d.mp3	male
135	אֲנִי מְאַחֵל לְךָ הַצְלָחָה רַבָּה.	Я желаю тебе больших успехов.	s_6df14efe373d.mp3	male
136	אִחַלְנוּ חַג שָׂמֵחַ לְכָל הַמִּשְׁפָּחָה.	Мы пожелали весёлого праздника всей семье.	s_992c7aaa31d1.mp3	male
137	הִיא מְסַיֶּמֶת אֶת הָעֲבוֹדָה בַּזְּמַן.	Она вовремя заканчивает работу.	s_b998a70d5bc1.mp3	female
138	סִיַּמְתִּי אֶת הַקּוּרְס בְּהַצְלָחָה גְּדוֹלָה.	Я с большим успехом окончил курс.	s_d072ef71634f.mp3	female
139	דָּוִד מְאַרְגֵּן מְסִבָּה יָפָה בָּעֶרֶב.	Давид организует хорошую вечеринку вечером.	s_0d2bd44599f0.mp3	male
140	אִרְגַּנְתִּי אֶת הַמִּסְמָכִים שֶׁלִּי הַיּוֹם.	Я привёл в порядок свои документы сегодня.	s_29656a26b9f5.mp3	female
141	אֲנִי מַרְגִּישׁ מְצוּיָּן הַיּוֹם בַּבֹּקֶר.	Я чувствую себя отлично сегодня утром.	s_baf43caddbc8.mp3	male
142	אֶתְמוֹל הִרְגַּשְׁתִּי עָיֵף מְאֹד בָּעֶרֶב.	Вчера вечером я чувствовал себя очень уставшим.	s_24664f5f29c6.mp3	male
143	אֲנִי מַזְמִין פִּיצָה חַמָּה לַבַּיִת.	Я заказываю горячую пиццу на дом.	s_2c06af4aaf7d.mp3	male
144	הִזְמַנְתִּי מָקוֹם טוֹב בַּמִּסְעָדָה מֵרֹאשׁ.	Я заранее забронировал хорошее место в ресторане.	s_ef0aed297da7.mp3	male
145	הַשִּׁעוּר שֶׁלָּנוּ מַתְחִיל בְּשָׁעָה תֵּשַׁע.	Наш урок начинается в девять часов.	s_0f8f333d88cf.mp3	male
146	הִתְחַלְתִּי לַעֲבוֹד בַּמִּשְׂרָד הֶחָדָשׁ.	Я начал работать в новом офисе.	s_64402affcdc5.mp3	male
147	הָרַכֶּבֶת מַגִּיעָה בִּזְמַן לַתַּחֲנָה עַכְשָׁיו.	Поезд сейчас прибывает вовремя на станцию.	s_1f2ef4a84153.mp3	male
148	הִגַּעְתִּי לָאוּלְפָּן בַּבֹּקֶר בְּשָׁלוֹם.	Я благополучно добрался утром до ульпана.	s_b4ac3be8812e.mp3	male
149	אֲנִי מֵבִין אֶת הַשְּׁאֵלָה הֵיטֵב.	Я хорошо понимаю вопрос.	s_22036e84a524.mp3	male
150	לֹא הֵבַנְתִּי אֶת הַמִּלָּה הַזֹּאת.	Я не понял это слово.	s_7ff9e1b864e6.mp3	female
151	אֲנִי מַכִּיר אֶת הָאִישׁ הַזֶּה.	Я знаю этого человека.	s_cd8af1314aab.mp3	male
152	הִכַּרְתִּי אוֹתוֹ בָּאוּלְפָּן בַּקַּיִץ.	Я познакомился с ним в ульпане летом.	s_51bcc3ebb10e.mp3	male
153	הַמּוֹרֶה מַסְבִּיר אֶת הַכְּלָל בְּבֵרוּר.	Учитель ясно объясняет правило.	s_efe87a9d3cc0.mp3	female
154	הִסְבַּרְתִּי לַחֲבֵר אֶת הַדֶּרֶךְ.	Я объяснил другу дорогу.	s_70f079ffed18.mp3	female
155	הַתַּלְמִיד מַקְשִׁיב לַמּוֹרֶה בַּכִּתָּה בְּקֶשֶׁב.	Ученик внимательно слушает учителя в классе.	s_604d8f8a58c5.mp3	male
156	הִקְשַׁבְתִּי לַחֲדָשׁוֹת בָּרַדְיוֹ בַּבֹּקֶר.	Утром я послушал новости по радио.	s_4ecba55826fe.mp3	male
157	אֲנַחְנוּ מַמְשִׁיכִים לִלְמוֹד עִבְרִית בְּשִׂמְחָה.	Мы с радостью продолжаем учить иврит.	s_5bd945f81a61.mp3	male
158	הִמְשַׁכְתִּי יָשָׁר עַד הָרַמְזוֹר.	Я продолжил прямо до светофора.	s_bc2f74063648.mp3	male
159	הַמְּנַהֵל מַחְלִיט עַל הַתּוֹכְנִית הַיּוֹם.	Директор сегодня принимает решение по плану.	s_f5fc2ee8daec.mp3	male
160	הֶחְלַטְתִּי לִנְסוֹעַ לִירוּשָׁלַיִם מָחָר.	Я решил завтра поехать в Иерусалим.	s_d3be7938e7a2.mp3	male
161	דָּוִד מֵבִיא עוּגָה טְעִימָה לַמְּסִבָּה.	Давид приносит вкусный пирог на вечеринку.	s_0facc876fb93.mp3	male
162	הֵבֵאתִי מַתָּנָה יָפָה מִפָּרִיז.	Я привёз красивый подарок из Парижа.	s_e3d22abd57e7.mp3	male
163	אֲנִי מַדְלִיק אֶת הָאוֹר בַּחֶדֶר.	Я включаю свет в комнате.	s_b1b621344a82.mp3	male
164	אֶתְמוֹל הִדְלַקְתִּי אֶת הַמַּזְגָן בַּבַּיִת.	Вчера я включил дома кондиционер.	s_342c2e70fe9f.mp3	female
165	הִיא מְכַבָּה אֶת הָאוֹר בַּלַּיְלָה.	Она выключает свет ночью.	s_61814061d761.mp3	female
166	כִּבִּיתִי אֶת הַטֶּלֶוִיזְיָה לִפְנֵי הַשֵּׁנָה.	Я выключил телевизор перед сном.	s_ad267bc41679.mp3	female
167	הַגֶּשֶׁם מַפְסִיק לָרֶדֶת בַּחוּץ עַכְשָׁיו.	Дождь на улице сейчас прекращается.	s_3e19c803660d.mp3	male
168	הִפְסַקְתִּי לַעֲבוֹד מְאוּחָר בַּלַּיְלָה.	Я перестал работать поздно ночью.	s_d09c084199e1.mp3	male
169	הַמֶּלְצַר מַמְלִיץ עַל הַדָּג הַטָּרִי.	Официант рекомендует свежую рыбу.	s_de451de9cf40.mp3	male
170	הִמְלַצְתִּי עַל הַמָּלוֹן הַזֶּה לַחֲבֵרִים.	Я порекомендовал этот отель друзьям.	s_2d0daf0b9dd6.mp3	male
171	הַתַּלְמִיד מַצְלִיחַ בַּלִּמּוּדִים בָּאוּלְפָּן יָפֶה.	Ученик отлично успевает в учёбе в ульпане.	s_776bc8099587.mp3	male
172	הִצְלַחְתִּי בַּמִּבְחָן הַקָּשֶׁה בְּעִבְרִית.	Я успешно справился с трудным тестом по ивриту.	s_51873e418b56.mp3	male
173	אֲנִי מַעֲדִיף תֵּה עַל קָפֶה.	Я предпочитаю чай кофе.	s_7af48f922782.mp3	male
174	הֶעֱדַפְתִּי לְהִשָּׁאֵר בַּבַּיִת בַּגֶּשֶׁם.	В дождь я предпочёл остаться дома.	s_6720576f3784.mp3	male
175	אֲנִי מַסְכִּים עִם כָּל מִלָּה.	Я согласен с каждым словом.	s_9caef0e37c6e.mp3	male
176	הִסְכַּמְנוּ עַל הַמְּחִיר מִיָּד שָׁם.	Мы сразу договорились о цене там.	s_6b049e08cbca.mp3	male
177	דָּוִד מִתְרַחֵץ בַּמַּיִם חַמִּים בַּבֹּקֶר.	Давид моется тёплой водой утром.	s_4bb2599119f6.mp3	male
178	הִתְרַחַצְתִּי בַּיָּם עִם כָּל הַחֲבֵרִים.	Я купался в море со всеми друзьями.	s_c473163a70b1.mp3	male
179	הַיֶּלֶד מִתְלַבֵּשׁ לְבַד יָפֶה מְאֹד.	Ребёнок очень хорошо одевается сам.	s_924c149a3046.mp3	male
180	הִתְלַבַּשְׁתִּי מַהֵר בַּבֹּקֶר לָעֲבוֹדָה.	Утром я быстро оделся на работу.	s_528649f6f92e.mp3	male
181	אֲנִי מִתְרַגֵּשׁ מֵהַפְּגִישָׁה הַחֲדָשָׁה הַיּוֹם.	Я волнуюсь из-за новой встречи сегодня.	s_63c9d63f5dd0.mp3	male
182	מְאֹד הִתְרַגַּשְׁתִּי בַּחֲתוּנָּה שֶׁל אָחִי.	Я очень растрогался на свадьбе брата.	s_ab66af768a3a.mp3	male
183	אֲנִי מִשְׁתַּמֵּשׁ בַּמַּחְשֵׁב בָּעֲבוֹדָה תָּמִיד.	Я всегда пользуюсь компьютером на работе.	s_49d9dd7f7512.mp3	male
184	הִשְׁתַּמַּשְׁתִּי בַּמִּלּוֹן בַּשִּׁעוּר אֶתְמוֹל.	Вчера на уроке я пользовался словарём.	s_06e4a3659830.mp3	male
185	הֵם מִתְחַתְּנִים בַּקַּיִץ הַקָּרוֹב בְּיִשְׂרָאֵל.	Они женятся ближайшим летом в Израиле.	s_e993fbd5c5a0.mp3	male
186	דָּוִד הִתְחַתֵּן עִם שָׂרָה.	Давид женился на Саре.	s_adff542c8478.mp3	male
187	הָאִישׁ מִתְפַּלֵּל בְּבֵית-הַכְּנֶסֶת בַּבֹּקֶר.	Мужчина молится в синагоге утром.	s_5d97ec69651d.mp3	male
188	הִתְפַּלַּלְנוּ שָׁם בְּיוֹם כִּפּוּר בְּיַחַד.	Мы молились там в Судный день вместе.	s_e2f68e5c7c7f.mp3	male
189	אֲנִי מִצְטַעֵר עַל הַטָּעוּת הַזֹּאת.	Я сожалею об этой ошибке.	s_d90a52c46128.mp3	male
