Index	FileName	SentenceHebrew	Transcription	Russian
75	s_4f480b57f7be.mp3	סַבָּא מְסַפֵּר סִפּוּר יָפֶה לַיְּלָדִים.	сáба месапéр сипӯ́р яфé ла-йеладӣ́м.	Дедушка рассказывает красивую историю детям.
76	s_06ee99ea16e5.mp3	סִפַּרְתִּי לַחֲבֵר עַל הַטִּיּוּל.	сипáрти ла-хавéр аль hа-тийӯ́ль.	Я рассказал другу о поездке.
77	s_f5c246ef1425.mp3	אֲנַחְנוּ מְטַיְּלִים בִּירוּשָׁלַיִם הַיּוֹם בְּיַחַד.	анáхну метайлӣ́м би-рушалáим hайóм бé-яхад.	Мы гуляем в Иерусалиме сегодня вместе.
78	s_8be15628f05d.mp3	בַּשַּׁבָּת טִיַּלְנוּ בַּפַּארְק הַלְּאוּמִּי.	ба-шабáт тийáльну ба-парк hа-леумӣ́.	В субботу мы гуляли в национальном парке.
79	s_f9b9e926f51a_f.mp3	אֲנִי מְחַפֶּשֶׂת דִּירָה בְּתֵל-אָבִיב.	анӣ мехапе́сет дирá бе-тель-авӣ́в.	Я ищу квартиру в Тель-Авиве.
80	s_2e275a0c452e.mp3	חִפַּשְׂתִּי אֶת הַמַּפְתֵּחוֹת שָׁעָה שְׁלֵמָה.	хипáсти эт hа-мафтехóт шаá шлемá.	Я искал ключи целый час.
81	s_82445e8bbc97.mp3	הִיא מְסַדֶּרֶת אֶת הַחֶדֶר יָפֶה.	hи месадéрет эт hа-хéдер яфé.	Она красиво наводит порядок в комнате.
82	s_91f52600436d.mp3	אֶתְמוֹל סִדַּרְתִּי אֶת הָאֲרוֹן בַּבַּיִת.	этмóль сидáрти эт hа-арóн ба-бáйит.	Вчера я прибрал шкаф дома.
83	s_4fc26b8327ce.mp3	קִבַּלְתִּי הוֹדָעָה חֲשׁוּבָה מֵהַבַּנְק.	кибáльти hодаá хашувá ме-hа-банк.	Я получил важное сообщение из банка.
84	s_f80ab423e8c9.mp3	הַמּוֹרֶה מְלַמֵּד עִבְרִית בָּאוּלְפָּן.	hа-морé меламéд иврӣ́т ба-ульпáн.	Учитель преподаёт иврит в ульпане.
85	s_05d09414affe.mp3	שָׁנָה שְׁלֵמָה לִמַּדְתִּי בְּבֵית-סֵפֶר.	шанá шлемá лимáдти бе-вéйт-сéфер.	Целый год я преподавал в школе.
86	s_6d2cdc7bf6e0.mp3	הַיְּלָדִים מְשַׂחֲקִים בַּכַּדּוּר בַּחֲצַר.	hа-йеладӣ́м месахакӣ́м ба-кадӯ́р ба-хацáр.	Дети играют в мяч во дворе.
87	s_3a66420fdc59.mp3	אֶתְמוֹל שִׂחַקְנוּ שַׁחְמָט בַּבַּיִת.	этмóль сихáкну шахмáт ба-бáйит.	Вчера мы играли в шахматы дома.
88	s_a2597ad18a03.mp3	אִמָּא בִּשְּׁלָה אֲרוּחַת עֶרֶב נִפְלָאָה.	и́ма бишлá арухáт э́рев нефлаá.	Мама приготовила чудесный ужин.
89	s_d35f0b1f6e87.mp3	אֶתְמוֹל נִקִּיתִי אֶת כָּל הַדִּירָה.	этмóль никӣ́ти эт коль hа-дирá.	Вчера я убрал всю квартиру.
90	s_d969ad1dca28.mp3	הַיַּלְדָּה מְצַיֶּרֶת פְּרָחִים בְּצִבְעוֹנִיּוּת.	hа-яльдá мецаéрет прахӣ́м бе-цив’онӣ́ют.	Девочка красочно рисует цветы.
91	s_459ba73cca56.mp3	צִיַּרְתִּי תְּמוּנָה יָפָה עַל נְיָר.	цийáрти тмунá яфá аль нейáр.	Я нарисовал красивую картину на бумаге.
92	s_0f662b1090cc_f.mp3	אֲנִי מְצַלֶּמֶת אֶת הַנּוֹף הַיָּפֶה.	анӣ мецале́мет эт hа-ноф hа-яфé.	Я фотографирую красивый вид.
93	s_5bce89fe4cbf.mp3	אֶתְמוֹל צִלַּמְתִּי הַרְבֵּה תְּמוּנוֹת בַּיָּם.	этмóль цилáмти hарбé тмунóт ба-ям.	Вчера я сделал много фотографий на море.
94	s_1c02136c8b55.mp3	אֲנַחְנוּ מְבַקְּרִים אֵצֶל סַבָּא בָּעֶרֶב.	анáхну мевакрӣ́м э́цель сáба ба-э́рев.	Мы навещаем дедушку вечером.
95	s_df64471f6c32.mp3	בַּשַּׁבָּת בִּקַּרְתִּי בַּמּוּזֵאוֹן בִּירוּשָׁלַיִם.	ба-шабáт бикáрти ба-музеóн би-рушалáим.	В субботу я посетил музей в Иерусалиме.
96	s_160366f4363c.mp3	אָסוּר לְעַשֵּׁן בַּמָּקוֹם הַצִּבּוּרִי הַזֶּה.	асӯ́р леашéн ба-макóм hа-цибурӣ́ hа-зэ.	Запрещено курить в этом общественном месте.
97	s_2fa362f76149.mp3	הַטֶּכְנַאי מְתַקֵּן אֶת הַמַּחְשֵׁב הַיּוֹם.	hа-технáй метакéн эт hа-махшéв hайóм.	Техник чинит компьютер сегодня.
98	s_459cea7c4b87.mp3	תִּקַּנְתִּי אֶת הַטָּעוּת בַּמִּכְתָּב.	тикáнти эт hа-таӯ́т ба-михтáв.	Я исправил ошибку в письме.
99	s_4470e4b2bf5a.mp3	אַבָּא מְבָרֵךְ עַל הַיַּיִן בְּשַׁבָּת.	áба меварéх аль hа-йáин бе-шабáт.	Папа благословляет вино в субботу.
100	s_1a9c6f4063bc.mp3	בֵּרַכְתִּי אֶת הֶחָבֵר לְיוֹם-הוּלֶּדֶת.	берáхти эт hе-хавéр ле-йом-hулéдет.	Я поздравил друга с днём рождения.
101	s_cdae8f0dd8e0_f.mp3	אֲנִי מְחַכָּה לָאוֹטוֹבּוּס בַּתַּחֲנָה הַמֶּרְכָּזִית.	анӣ мехака́ ла-отóбус ба-таханá hа-мерказӣ́т.	Я жду автобус на центральной станции.
102	s_fa92d087f3ef.mp3	חִכִּיתִי לְךָ עֶשְׂרִים דַּקּוֹת שְׁלֵמוֹת.	хикӣ́ти лехá эсрӣ́м дакóт шлемóт.	Я ждал тебя целых двадцать минут.
103	s_3aeb3a6c5c0d.mp3	קִוִּיתִי לִפְגּוֹשׁ אוֹתְךָ הַיּוֹם כָּאן.	кивӣ́ти лифгóш отхá hайóм кан.	Я надеялся встретить тебя сегодня здесь.
104	s_e3f2906b0aa2.mp3	שִׁנִּיתִי אֶת הַסִּסְמָה שֶׁלִּי בַּמַּחְשֵׁב.	шинӣ́ти эт hа-сисмá шелӣ́ ба-махшéв.	Я сменил свой пароль на компьютере.
105	s_6519d6e7a4d4_f.mp3	אֲנִי מְנַסָּה לְדַבֵּר עִבְרִית.	анӣ менаса́ ледабéр иврӣ́т.	Я стараюсь говорить на иврите каждый день.
106	s_be0d4a72c26d.mp3	אֶתְמוֹל נִסִּיתִי מָנָה חֲדָשָׁה בַּמִּסְעָדָה.	этмóль нисӣ́ти манá хадашá ба-мисадá.	Вчера я попробовал новое блюдо в ресторане.
107	s_6df14efe373d_f.mp3	אֲנִי מְאַחֶלֶת לְךָ הַצְלָחָה רַבָּה.	анӣ меахе́лет лехá hацлахá рабá.	Я желаю тебе больших успехов.
108	s_992c7aaa31d1.mp3	אִחַלְנוּ חַג שָׂמֵחַ לְכָל הַמִּשְׁפָּחָה.	ихáльну хаг самéах ле-холь hа-мишпахá.	Мы пожелали весёлого праздника всей семье.
109	s_b998a70d5bc1.mp3	הִיא מְסַיֶּמֶת אֶת הָעֲבוֹדָה בַּזְּמַן.	hи месаéмет эт hа-аводá ба-змáн.	Она вовремя заканчивает работу.
110	s_d072ef71634f.mp3	סִיַּמְתִּי אֶת הַקּוּרְס בְּהַצְלָחָה גְּדוֹלָה.	сийáмти эт hа-курс бе-hацлахá гдолá.	Я с большим успехом окончил курс.
111	s_29656a26b9f5.mp3	אִרְגַּנְתִּי אֶת הַמִּסְמָכִים שֶׁלִּי הַיּוֹם.	иргáнти эт hа-мисмахӣ́м шелӣ́ hайóм.	Я привёл в порядок свои документы сегодня.
112	s_baf43caddbc8_f.mp3	אֲנִי מַרְגִּישָׁה מְצוּיָּן הַיּוֹם בַּבֹּקֶר.	анӣ маргиша́ мецуйáн hайóм ба-бóкер.	Я чувствую себя отлично сегодня утром.
113	s_24664f5f29c6.mp3	אֶתְמוֹל הִרְגַּשְׁתִּי עָיֵף מְאֹד בָּעֶרֶב.	этмóль hиргáшти айéф меóд ба-э́рев.	Вчера вечером я чувствовал себя очень уставшим.
114	s_2c06af4aaf7d_f.mp3	אֲנִי מַזְמִינָה פִּיצָה חַמָּה לַבַּיִת.	анӣ мазмина́ пӣ́ца хамá ла-бáйит.	Я заказываю горячую пиццу на дом.
115	s_ef0aed297da7.mp3	הִזְמַנְתִּי מָקוֹם טוֹב בַּמִּסְעָדָה מֵרֹאשׁ.	hизмáнти макóм тов ба-мисадá ме-рош.	Я заранее забронировал хорошее место в ресторане.
116	s_0f8f333d88cf.mp3	הַשִּׁעוּר שֶׁלָּנוּ מַתְחִיל בְּשָׁעָה תֵּשַׁע.	hа-шиӯ́р шелáну матхӣ́ль бе-шаá тéйша.	Наш урок начинается в девять часов.
117	s_64402affcdc5.mp3	הִתְחַלְתִּי לַעֲבוֹד בַּמִּשְׂרָד הֶחָדָשׁ.	hитхáльти лаавóд ба-мисрáд hе-хадáш.	Я начал работать в новом офисе.
118	s_1f2ef4a84153.mp3	הָרַכֶּבֶת מַגִּיעָה בִּזְמַן לַתַּחֲנָה עַכְשָׁיו.	hа-ракéвет магӣ́а бизмáн ла-таханá ахшáв.	Поезд сейчас прибывает вовремя на станцию.
119	s_b4ac3be8812e.mp3	הִגַּעְתִּי לָאוּלְפָּן בַּבֹּקֶר בְּשָׁלוֹם.	hигáъти ла-ульпáн ба-бóкер бе-шалóм.	Я благополучно добрался утром до ульпана.
120	s_22036e84a524_f.mp3	אֲנִי מְבַיֶּנֶת אֶת הַשְּׁאֵלָה הֵיטֵב.	анӣ мевӣ́н эт hа-шеэлá hейтéв.	Я хорошо понимаю вопрос.
121	s_7ff9e1b864e6.mp3	לֹא הֵבַנְתִּי אֶת הַמִּלָּה הַזֹּאת.	ло hевáнти эт hа-милá hа-зот.	Я не понял это слово.
122	s_cd8af1314aab_f.mp3	אֲנִי מַכִּירָה אֶת הָאִישׁ הַזֶּה.	анӣ макира́ эт hа-иш hа-зэ.	Я знаю этого человека.
123	s_51bcc3ebb10e.mp3	הִכַּרְתִּי אוֹתוֹ בָּאוּלְפָּן בַּקַּיִץ.	hикáрти отó ба-ульпáн ба-кáиц.	Я познакомился с ним в ульпане летом.
124	s_efe87a9d3cc0.mp3	הַמּוֹרֶה מַסְבִּיר אֶת הַכְּלָל בְּבֵרוּר.	hа-морé масбӣ́р эт hа-клаль бе-вейрӯ́р.	Учитель ясно объясняет правило.
125	s_70f079ffed18.mp3	הִסְבַּרְתִּי לַחֲבֵר אֶת הַדֶּרֶךְ.	hисбáрти ла-хавéр эт hа-дéрех.	Я объяснил другу дорогу.
126	s_604d8f8a58c5.mp3	הַתַּלְמִיד מַקְשִׁיב לַמּוֹרֶה בַּכִּתָּה בְּקֶשֶׁב.	hа-тальмӣ́д макшӣ́в ла-морé ба-китá бе-кéшев.	Ученик внимательно слушает учителя в классе.
127	s_4ecba55826fe.mp3	הִקְשַׁבְתִּי לַחֲדָשׁוֹת בָּרַדְיוֹ בַּבֹּקֶר.	hикшáвти ла-хадашóт ба-рáдио ба-бóкер.	Утром я послушал новости по радио.
128	s_5bd945f81a61.mp3	אֲנַחְנוּ מַמְשִׁיכִים לִלְמוֹד עִבְרִית בְּשִׂמְחָה.	анáхну мамшихӣ́м лильмóд иврӣ́т бе-симхá.	Мы с радостью продолжаем учить иврит.
129	s_bc2f74063648.mp3	הִמְשַׁכְתִּי יָשָׁר עַד הָרַמְזוֹר.	hимшáхти яшáр ад hа-рамзóр.	Я продолжил прямо до светофора.
130	s_f5fc2ee8daec.mp3	הַמְּנַהֵל מַחְלִיט עַל הַתּוֹכְנִית הַיּוֹם.	hа-менаhéль махлӣ́т аль hа-тохнӣ́т hайóм.	Директор сегодня принимает решение по плану.
131	s_d3be7938e7a2.mp3	הֶחְלַטְתִּי לִנְסוֹעַ לִירוּשָׁלַיִם מָחָר.	hехлáтти линсóа ли-рушалáим махáр.	Я решил завтра поехать в Иерусалим.
132	s_e3d22abd57e7.mp3	הֵבֵאתִי מַתָּנָה יָפָה מִפָּרִיז.	hевéти матáна яфá ми-парӣ́з.	Я привёз красивый подарок из Парижа.
133	s_b1b621344a82_f.mp3	אֲנִי מַדְלִיקָה אֶת הָאוֹר בַּחֶדֶר.	анӣ мадлика́ эт hа-ор ба-хéдер.	Я включаю свет в комнате.
134	s_342c2e70fe9f.mp3	אֶתְמוֹל הִדְלַקְתִּי אֶת הַמַּזְגָן בַּבַּיִת.	этмóль hидлáкти эт hа-мазгáн ба-бáйит.	Вчера я включил дома кондиционер.
135	s_61814061d761.mp3	הִיא מְכַבָּה אֶת הָאוֹר בַּלַּיְלָה.	hи мехабá эт hа-ор ба-лáйла.	Она выключает свет ночью.
136	s_ad267bc41679.mp3	כִּבִּיתִי אֶת הַטֶּלֶוִיזְיָה לִפְנֵי הַשֵּׁנָה.	кибӣ́ти эт hа-телеви́зья лифнéй hа-шенá.	Я выключил телевизор перед сном.
137	s_3e19c803660d.mp3	הַגֶּשֶׁם מַפְסִיק לָרֶדֶת בַּחוּץ עַכְשָׁיו.	hа-гéшем мафсӣ́к лáредет ба-хӯ́ц ахшáв.	Дождь на улице сейчас прекращается.
138	s_d09c084199e1.mp3	הִפְסַקְתִּי לַעֲבוֹד מְאוּחָר בַּלַּיְלָה.	hифсáкти лаавóд меухáр ба-лáйла.	Я перестал работать поздно ночью.
139	s_de451de9cf40.mp3	הַמֶּלְצַר מַמְלִיץ עַל הַדָּג הַטָּרִי.	hа-мельцáр мамлӣ́ц аль hа-даг hа-тарӣ́.	Официант рекомендует свежую рыбу.
140	s_2d0daf0b9dd6.mp3	הִמְלַצְתִּי עַל הַמָּלוֹן הַזֶּה לַחֲבֵרִים.	hимлáцти аль hа-малóн hа-зэ ла-хаверӣ́м.	Я порекомендовал этот отель друзьям.
141	s_776bc8099587.mp3	הַתַּלְמִיד מַצְלִיחַ בַּלִּמּוּדִים בָּאוּלְפָּן יָפֶה.	hа-тальмӣ́д мацлӣ́ах ба-лимудӣ́м ба-ульпáн яфé.	Ученик отлично успевает в учёбе в ульпане.
142	s_51873e418b56.mp3	הִצְלַחְתִּי בַּמִּבְחָן הַקָּשֶׁה בְּעִבְרִית.	hицлáхти ба-мивхáн hа-кашé бе-иврӣ́т.	Я успешно справился с трудным тестом по ивриту.
143	s_7af48f922782_f.mp3	אֲנִי מַעֲדִיפָה תֵּה עַל קָפֶה.	анӣ маадифа́ тэ аль кáфэ.	Я предпочитаю чай кофе.
144	s_6720576f3784.mp3	הֶעֱדַפְתִּי לְהִשָּׁאֵר בַּבַּיִת בַּגֶּשֶׁם.	hеэдáфти леhишаэ́р ба-бáйит ба-гéшем.	В дождь я предпочёл остаться дома.
